ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChese, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,SaltNPepper,Scented, Salza
1529,     5,     0,     1,    10,     0,     8,     9,     7,     0,     9,    10,     5,     6,     5,     5,     6,     7,     5,     3,     9
1530,     5,     5,     6,     5,     0,     4,     4,     5,     8,     1,     1,     6,     3,     3,     2,     4,     8,     4,     0,     2
1531,     9,     9,     9,     9,     9,     7,     8,     5,     7,     1,     0,     4,     4,     3,     2,     6,     1,     4,     7,     0
1532,     6,     4,     6,     6,     6,     8,     7,     1,     4,     9,     3,     6,     2,     5,     1,     7,     7,     2,     6,     0
1533,    10,    10,     7,     6,     8,     7,     8,     3,     7,     0,     2,     8,     4,     5,     2,     7,     1,     6,     5,     4
1534,     4,     7,     9,     7,     1,     9,     4,     5,     9,     2,     0,     5,     4,     1,     4,     5,     8,     6,     1,     7
1535,     2,     1,     2,     7,     3,     6,     9,     5,     2,     7,     9,     6,     8,     2,     7,     6,     7,     5,     3,     4
1536,     3,     4,     6,     7,     5,    10,     7,     7,     6,     9,     1,     5,     1,     5,     2,     7,     4,     3,     4,     1
1537,     3,     2,     3,     6,     4,     7,     5,     5,     1,     8,     7,     7,     7,     3,     4,     5,     9,     5,     6,     8
1538,    10,     9,     8,     9,     7,     8,     8,     6,     3,     3,     2,     7,     3,     4,     2,     5,     1,     2,     3,     3
1539,     9,     6,     7,     9,     9,     6,     9,     7,     4,     1,     0,     6,     3,     4,     2,     6,     2,     2,     3,     2
1540,     2,     1,     1,     5,     5,     6,     9,     4,     0,     7,     8,     6,     8,     4,     4,     4,     8,     6,     7,     3
1541,     7,     5,     8,     6,     0,     5,     6,     6,     6,     2,     0,     3,     2,     1,     3,     7,     9,     5,     0,     3
1542,     4,     1,     4,     7,     4,     8,     8,     6,     4,    10,     1,     3,     3,     5,     3,     4,     9,     5,     5,     1
1543,     2,     1,    10,     6,     3,     6,     7,     6,     3,     7,     3,     7,     5,     8,     1,     6,     6,     3,     7,     1
1544,     6,     4,     7,     6,     6,     7,     7,     7,     3,     9,     2,     8,     6,     5,     1,     5,     8,     6,     7,     1
1545,     6,     6,     9,     7,     0,     5,     6,     4,     8,     1,     2,     4,     2,     2,     3,     6,     9,     8,     0,     4
1546,     5,     5,     9,     7,     0,     8,     5,     7,     8,     0,     0,     5,     1,     6,     3,     2,     9,     4,     0,     5
1547,     4,     2,     1,     9,     0,     3,     7,     5,     0,     9,     8,     2,     9,     1,     7,     4,     7,     3,     8,    10
1548,     2,     3,     2,     8,     3,     7,     8,     6,     1,     9,     7,     4,     6,     1,     5,     3,     7,     3,     2,     7
1549,     6,     6,     6,     6,     0,     9,     6,     6,     9,     1,     0,     6,     2,     5,     5,     5,     9,     6,     0,     4
1550,     3,     4,     7,     6,     6,     5,     4,     6,     6,    10,     2,     6,     6,     9,     3,     6,     7,     7,     6,     2
1551,    10,     7,     5,     5,     8,     7,     8,     6,     6,     2,     2,     6,     7,     1,     4,     3,     1,     6,     2,     1
1552,    10,     7,    10,     9,     7,     8,     8,     4,     5,     2,     2,     5,     4,     4,     3,     5,     3,     5,     6,     3
1553,     7,     9,     9,     4,     1,     4,     3,     7,     7,     2,     2,     3,     4,     2,     2,     5,     7,     6,     0,     2
1554,     1,     2,     3,     8,     3,     5,     9,     6,     1,     7,     7,     2,     6,     2,     6,     4,     8,     6,     8,     6
1555,     2,     0,     4,     7,     3,     7,     6,     4,     0,    10,     6,     4,     6,     4,     4,     4,     9,     7,     3,     7
1556,     6,     6,     8,     5,     1,     8,     7,     8,     8,     2,     1,     6,     3,     1,     0,     5,    10,     4,     0,     2
1557,     2,     2,     2,     7,     2,     6,     9,     5,     1,     8,     8,     6,     6,     4,     6,     4,     9,     6,     6,     9
1558,     2,     3,     1,     7,     2,     5,     9,     2,     0,     8,     6,     3,     7,     1,     9,     3,     9,     5,     6,     6
1559,     5,     8,     7,     7,     0,     8,     2,     6,     8,     0,     3,     6,     4,     3,     4,     7,     5,     8,     2,     5
1560,    10,     8,    10,     9,     6,     6,     6,     7,     6,     3,     3,     4,     6,     5,     1,     7,     1,     3,     4,     2
1561,     7,     3,     5,     6,     3,     8,     6,     3,     7,     6,     4,     5,     5,     3,     3,     4,     7,     7,     6,     3
1562,     4,     4,     8,     5,     0,     6,     3,     5,     8,     1,     1,     6,     2,     3,     3,     4,     9,     6,     0,     2
1563,     3,     7,     7,     6,     0,     7,     1,     5,     8,     1,     1,     5,     3,     6,     3,     6,     9,     6,     1,     2
1564,     3,     2,     3,     8,     1,     5,     7,     4,     1,     9,    10,     6,     7,     1,     4,     5,     8,     4,     6,     4
1565,    10,    10,     7,     7,     9,     7,     7,     6,     4,     2,     1,     6,     6,     1,     2,     5,     2,     3,     4,     1
1566,     5,     7,     8,     4,     0,     7,     5,     4,     7,     2,     0,     6,     7,     4,     4,     5,     8,     3,     0,     4
1567,     4,     3,     3,     5,     2,     7,     9,     4,     1,     9,     9,     7,     7,     2,     5,     6,     9,     5,     5,     7
1568,     2,     7,    10,     8,     1,     8,     4,     3,     9,     2,     0,     5,     5,     5,     3,     8,     6,     4,     0,     2
1569,     9,     8,     7,     6,     7,     7,     6,     3,     6,     2,     0,     5,     3,     1,     0,     6,     1,     2,     7,     3
1570,     1,     4,     2,     9,     4,     8,     7,     3,     1,     8,     8,     7,     6,     2,     8,     5,     8,     8,     5,     8
1571,     5,     6,    10,     4,     0,    10,     4,     3,     8,     2,     2,     5,     3,     1,     3,     6,     9,     4,     1,     3
1572,     9,     9,     6,     8,     6,     6,     7,     7,     3,     2,     1,     6,     4,     3,     2,     4,     1,     6,     5,     4
1573,     8,     7,     6,     8,     6,     6,     9,     4,     4,     1,     0,     7,     7,     4,     2,     3,     0,     6,     4,     2
1574,    10,     8,     7,     8,     6,     4,     7,     5,     6,     4,     0,     6,     2,     3,     2,     5,     1,     3,     3,     5
1575,     9,     9,    10,     9,    10,     9,     8,     6,     7,     3,     0,     7,     5,     5,     1,     6,     1,     5,     5,     1
1576,     1,     3,     6,     7,     1,     6,     9,     5,     0,     9,     8,     4,     9,     3,     8,     3,    10,     3,     4,     7
1577,     5,     5,     5,     6,     0,     7,     5,     2,     8,     1,     3,     6,     2,     3,     3,     5,     8,     5,     0,     0
1578,     5,     5,     8,     3,     0,     8,     3,     5,    10,     2,     1,     3,     3,     4,     3,     4,     9,     2,     1,     3
1579,     2,     3,     2,     7,     2,     6,     6,     5,     1,     7,    10,     4,     7,     2,     5,     6,    10,     6,     4,     9
1580,     4,     2,     5,     8,     4,     7,     6,     7,     5,     6,     2,     6,     5,     7,     4,     5,     8,     5,     3,     2
1581,     6,     5,     9,     5,     1,     6,     3,     6,     7,     1,     0,     5,     1,     0,     3,     4,     6,     4,     1,     2
1582,     9,    10,     6,     6,     8,     7,     8,     6,     7,     1,     1,     9,     5,     2,     1,     6,     2,     4,     5,     2
1583,     6,     3,     5,     8,     4,     9,     8,     3,     8,     8,     2,     6,     6,     6,     3,     5,    10,     6,     7,     1
1584,     6,     6,     9,     5,     1,     7,     5,     5,     6,     0,     1,     4,     2,     4,     1,     7,     9,     4,     0,     1
1585,     4,     1,     1,     7,     2,     5,     8,     7,     0,     8,     6,     5,     7,     3,     5,     7,     7,     7,     4,     5
1586,     5,     1,     6,     8,     7,     8,     8,     4,     3,     6,     1,     5,     4,     6,     1,     4,     6,     4,     6,     2
1587,    10,     9,     7,     8,     7,     4,     9,     3,     1,     0,     4,     4,     5,     2,     2,     5,     0,     6,     5,     2
1588,    10,     7,     6,     7,     9,     9,     8,     6,     4,     2,     1,     5,     6,     2,     2,     4,     0,     4,     7,     2
1589,     0,     3,     2,     7,     2,     4,     8,     7,     0,     9,     9,     8,     7,     4,     8,     6,     8,     4,     5,     8
1590,     8,     4,     5,     5,     7,     7,     5,     6,     5,     7,     0,     7,     4,     5,     1,     4,     6,     6,     5,     3
1591,     3,     7,     9,     4,     0,     7,     4,     6,     8,     1,     1,     7,     3,     4,     4,     6,     8,     5,     0,     3
1592,     7,     4,     5,     5,     0,     7,     5,     4,     9,     4,     2,     7,     3,     3,     5,     9,     8,     3,     0,     1
1593,     0,     1,     1,     8,     5,     8,     9,     4,     2,     9,     6,     6,     5,     3,     7,     4,     8,     5,     4,     7
1594,     6,     3,     7,     9,     7,     8,     9,     6,     5,    10,     2,     6,     1,     7,     2,     8,    10,     3,     5,     4
1595,     3,     4,     8,     3,     2,     7,     3,     3,     9,     2,     0,     6,     4,     2,     4,     4,     8,     4,     0,     3
1596,    10,     9,     8,     9,     7,     6,     9,     5,     3,     4,     1,     6,     5,     4,     2,     6,     2,     7,     2,     2
1597,     0,     2,     1,     7,     4,     6,     6,     8,     0,    10,     7,     7,     9,     2,     8,     4,     9,     5,     3,     5
1598,    10,     8,    10,     8,     8,     4,     8,     6,     4,     2,     1,     6,     2,     1,     2,     2,     0,     6,     4,     2
1599,     4,     2,     4,     6,     5,     7,     6,     7,     8,     7,     2,     6,     4,     6,     1,     4,     7,     4,     5,     1
1600,     6,     7,    10,     6,     0,     9,     4,     2,     7,     1,     1,     7,     5,     4,     4,     4,     6,     6,     1,     4
1601,     5,     8,     9,     6,     0,     8,     6,     7,     8,     2,     2,     4,     4,     4,     3,     6,     7,     6,     0,     3
1602,     6,     5,     4,     7,     6,     6,     7,     3,     4,     6,     0,     4,     5,     7,     3,     5,     6,     3,     6,     2
1603,     1,     2,     1,     8,     2,     4,     7,     6,     1,     8,     7,     5,     9,     1,     8,     6,     7,     6,     5,     7
1604,     1,     3,     3,     7,     2,     7,     7,     7,     1,     9,     7,     6,     9,     0,     7,     5,    10,     4,     5,     8
1605,     3,     4,     0,     7,     5,     5,     6,     5,     1,     8,     7,     4,     2,     3,     5,     4,     9,     6,     6,     4
1606,     3,     4,     9,     7,     0,     9,     6,     6,     8,     2,     1,     6,     5,     2,     5,     4,     6,     4,     1,     3
1607,     3,     2,     3,     6,     4,     6,    10,     6,     2,     5,     6,     5,     8,     4,     8,     6,     9,     4,     5,     5
1608,     5,     3,     7,     7,     8,     7,     7,     7,     4,     7,     3,     4,     6,     6,     4,     3,     8,     5,     5,     4
1609,     5,     3,     6,     7,     4,     9,     6,     5,     4,    10,     2,     7,     3,     4,     2,     3,     6,     4,     6,     1
1610,    10,     9,     8,     7,    10,     7,     7,     7,     7,     3,     4,     3,     5,     3,     2,     8,     2,     3,     7,     2
1611,     5,     2,     8,     8,     5,     9,     3,     5,     7,     9,     3,     4,     4,     5,     3,     6,     7,     5,     6,     1
1612,     1,     2,     2,     9,     2,     5,     7,     7,     1,     9,     8,     5,     6,     3,     8,     4,     5,     4,     7,     7
1613,     5,     4,     8,     5,     5,     7,     4,     4,     4,     6,     1,     6,     3,     6,     2,     8,     6,     3,     4,     1
1614,    10,     7,     6,     9,     5,     7,     8,     3,     4,     1,     2,     5,     4,     1,     1,     7,     1,     4,     4,     0
1615,     1,     1,     4,     9,     3,     7,     8,     5,     0,    10,    10,     6,     8,     1,     8,     3,     9,     7,     5,     7
1616,    10,     7,     7,     8,     9,     7,     8,     5,     6,     4,     2,     6,     4,     3,     0,     5,     1,     5,     4,     2
1617,     0,     2,     0,     6,     2,     4,     7,     6,     0,     6,     8,     7,     8,     2,     7,     5,     8,     5,     3,     6
1618,     5,     3,     7,     8,     6,     8,     7,     8,     4,     9,     4,     4,     4,     7,     3,     7,     7,     8,     4,     2
1619,     4,     4,     7,     7,     8,    10,     7,     2,     6,     9,     3,     3,     1,     8,     2,     3,     5,     3,     4,     3
